ID,ApplicationDate_financial,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_demographic,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
B8888,16-09-2021,69380,Employed,24,60,4,230,3,0,0,10,2669,12131,10636.0,0,16-09-2069,47,542,Bachelor,29140,Married,Rent,11.1,1,Auto,21,3408,22767.0,3,26.14,49.0,5781.666666666667,485.6666666666667,12.378206976073796
B8889,17-09-2021,42693,Unemployed,1,120,0,364,2,0,0,23,770,78034,5281.0,0,17-09-2069,24,542,Master,13400,Single,Rent,6.94,0,Home,20,834,16905.0,10,29.83,56.0,3557.75,111.66666666666667,13.369873281334177
B8890,18-09-2021,38953,Employed,10,12,1,309,9,0,1,7,1087,56043,9028.0,0,18-09-2069,35,582,High School,16048,Single,Other,10.6,2,Other,29,12460,25949.0,3,21.36,57.0,3246.0833333333335,1337.3333333333333,50.717531383975555
B8891,19-09-2021,52629,Employed,42,72,0,215,3,0,0,14,202,25089,5798.0,0,19-09-2069,63,608,Master,26794,Divorced,Mortgage,3.78,2,Auto,16,1977,13898.0,5,25.78,55.0,4385.75,372.1388888888889,13.387422650376536
B8892,20-09-2021,94137,Employed,15,60,0,432,2,1,0,13,1339,9725,178359.0,1,20-09-2069,39,591,Bachelor,28325,Married,Mortgage,33.9,0,Auto,20,6691,188084.0,4,21.81,45.0,7844.75,472.0833333333333,11.524692735056353
B8893,21-09-2021,44893,Employed,18,48,0,271,3,0,0,23,1684,12607,12878.0,0,21-09-2069,44,605,High School,20929,Married,Other,1.01,0,Education,27,6691,25485.0,4,23.03,47.0,3741.0833333333335,436.0208333333333,18.89882609760987
B8894,22-09-2021,30346,Employed,4,84,0,400,5,0,0,24,769,114633,6190.0,0,22-09-2069,28,487,Associate,23652,Married,Rent,2.4,3,Other,30,5567,10846.0,5,29.69,53.0,2528.8333333333335,281.57142857142856,26.952010620368885
B8895,23-09-2021,108102,Employed,43,48,1,404,0,0,0,27,14038,77356,58263.0,0,23-09-2069,65,635,High School,41058,Married,Own,21.9,2,Home,24,498,135619.0,2,21.65,46.0,9008.5,855.375,13.979852361658434
B8896,24-09-2021,51947,Employed,6,96,0,261,4,0,1,11,4178,6139,62100.0,0,24-09-2069,33,566,High School,15270,Married,Mortgage,27.6,0,Other,22,2720,68239.0,7,27.45,54.0,4328.916666666667,159.0625,9.703640248715036
B8897,25-09-2021,32594,Employed,14,36,1,528,3,0,0,9,147,52380,69880.0,0,25-09-2069,37,596,Master,26622,Married,Rent,25.5,0,Education,21,1147,122260.0,5,18.75,54.0,2716.1666666666665,739.5,46.66503037368841
B8898,26-09-2021,29282,Unemployed,30,48,1,702,4,0,0,5,5426,14188,23101.0,0,26-09-2069,55,637,Bachelor,48115,Married,Other,2.29,0,Home,15,2608,37289.0,4,21.43,60.0,2440.1666666666665,1002.3958333333334,69.84751724608975
B8899,27-09-2021,54461,Employed,15,60,1,787,3,1,1,22,49,4447,89307.0,0,27-09-2069,37,585,High School,28420,Single,Own,8.27,3,Home,22,2703,93754.0,5,25.95,69.0,4538.416666666667,473.6666666666667,27.777675767980757
B8900,28-09-2021,35448,Employed,15,48,0,218,2,0,0,13,433,6804,49113.0,0,28-09-2069,40,569,High School,33466,Widowed,Other,4.32,1,Education,20,483,55917.0,7,22.58,56.0,2954.0,697.2083333333334,30.982001805461525
B8901,29-09-2021,47872,Employed,15,36,0,272,5,0,0,27,2419,9664,74177.0,0,29-09-2069,36,629,High School,15011,Divorced,Rent,6.86,1,Home,18,3623,83841.0,4,19.65,54.0,3989.3333333333335,416.97222222222223,17.270359848484848
B8902,30-09-2021,109774,Employed,13,120,1,391,2,0,0,6,4397,59322,54981.0,0,30-09-2069,36,600,Master,10756,Married,Mortgage,12.9,1,Auto,30,5447,114303.0,4,31.89,49.0,9147.833333333334,89.63333333333334,5.254067447665203
B8903,01-10-2021,32312,Employed,23,60,0,539,3,0,0,12,4526,22377,10575.0,0,01-10-2069,44,623,Bachelor,29676,Married,Mortgage,32.2,0,Home,34,674,15324.0,3,24.81,51.0,2692.6666666666665,494.6,38.385739044317894
B8904,02-10-2021,21675,Employed,20,36,3,219,5,0,0,10,896,6560,43098.0,0,02-10-2069,46,536,High School,24338,Single,Rent,30.4,1,Home,19,8972,49658.0,6,26.71,54.0,1806.25,676.0555555555555,49.55324875048058
B8905,03-10-2021,22829,Self-Employed,10,72,1,367,5,0,0,5,178,1945,82860.0,0,03-10-2069,32,606,Bachelor,4451,Married,Mortgage,8.33,1,Auto,29,32646,84805.0,4,21.79,51.0,1902.4166666666667,61.81944444444444,22.540774161519703
B8906,04-10-2021,138459,Unemployed,10,60,0,774,6,0,0,13,425,22329,53481.0,1,04-10-2069,30,499,Doctorate,23421,Widowed,Rent,34.9,0,Auto,22,2008,75810.0,3,23.16,39.0,15890.166666666666,390.35,7.327487649594612
B8907,05-10-2021,98269,Employed,9,120,1,361,2,0,0,1,825,45141,175002.0,0,05-10-2069,32,628,Bachelor,19580,Married,Mortgage,6.31,2,Home,23,2433,220143.0,3,26.45,51.0,8189.083333333333,163.16666666666666,6.400797810092705
B8908,06-10-2021,66848,Employed,0,12,0,627,5,0,0,20,313,105302,8819.0,0,06-10-2069,23,536,Associate,10409,Married,Rent,40.5,1,Other,22,4048,83603.0,1,21.8,51.0,5570.666666666667,867.4166666666666,26.826531833413114
B8909,07-10-2021,15000,Employed,0,48,0,316,6,0,0,9,1570,22095,35069.0,0,07-10-2069,20,476,Master,22538,Single,Own,5.54,2,Home,35,3180,57164.0,6,33.54,56.0,1250.0,469.5416666666667,62.843333333333334
B8910,08-10-2021,22595,Employed,22,60,0,429,2,0,0,12,546,62725,87913.0,0,08-10-2069,43,598,Bachelor,31636,Married,Rent,23.1,1,Education,21,2225,150638.0,5,23.27,56.0,1882.9166666666667,527.2666666666667,50.78645718079221
B8911,09-10-2021,72767,Employed,26,36,1,872,1,0,0,6,1419,10473,16563.0,0,09-10-2069,51,608,High School,32688,Single,Rent,25.1,0,Education,18,1970,27036.0,5,20.41,49.0,6063.916666666667,908.0,29.353965396402213
B8912,10-10-2021,82145,Self-Employed,25,24,4,389,6,0,0,1,288,33113,76053.0,1,10-10-2069,50,624,Master,16860,Married,Own,41.3,0,Auto,39,1550,109166.0,6,18.19,46.0,6845.416666666667,702.5,15.94497534846917
B8913,11-10-2021,37133,Employed,0,12,3,695,6,0,0,9,1014,88442,175217.0,0,11-10-2069,18,506,Master,31747,Married,Rent,534.0,1,Education,27,2017,246742.75,8,25.01,49.0,3094.4166666666665,2645.5833333333335,107.9551881076132
B8914,12-10-2021,23304,Employed,16,36,2,345,0,0,0,2,1806,121288,208961.625,0,12-10-2069,37,609,Bachelor,49699,Single,Own,2.62,1,Home,25,1322,246742.75,2,21.0,49.0,1942.0,1380.5277777777778,88.85312964870123
B8915,13-10-2021,93723,Unemployed,4,60,1,455,6,0,1,13,346,42159,36667.0,0,13-10-2069,26,540,Bachelor,27763,Divorced,Rent,1.58,0,Debt Consolidation,24,763,78826.0,12,21.38,61.0,7810.25,462.71666666666664,11.750157378658388
B8916,14-10-2021,138459,Employed,20,108,0,297,3,0,1,24,1862,3671,84898.0,1,14-10-2069,41,535,High School,14038,Divorced,Mortgage,33.6,1,Home,21,4729,88569.0,4,30.54,40.0,11680.583333333334,129.9814814814815,3.6554808034542923
B8917,15-10-2021,67273,Self-Employed,10,72,1,643,3,0,0,20,581,15638,40898.0,0,15-10-2069,34,586,Master,32534,Divorced,Own,14.9,2,Education,19,5093,56536.0,6,23.55,60.0,5606.083333333333,451.8611111111111,19.529875779782877
B8918,16-10-2021,29640,Employed,21,48,3,1203,3,0,0,20,1995,64555,3223.0,0,16-10-2069,47,603,Associate,22011,Divorced,Mortgage,15.4,0,Education,29,13454,30472.0,4,21.68,54.0,2470.0,458.5625,67.26973684210526
B8919,17-10-2021,127082,Employed,17,36,1,259,2,0,0,28,402,27836,11885.0,1,17-10-2069,39,518,Bachelor,28263,Single,Mortgage,9.9,0,Education,25,2550,39721.0,3,28.39,40.0,10590.166666666666,785.0833333333334,9.858988684471445
B8920,18-10-2021,37338,Employed,0,60,3,386,2,0,0,4,708,12314,6155.0,0,18-10-2069,18,417,High School,32870,Single,Own,25.7,0,Education,28,816,18469.0,3,35.01,55.0,3111.5,547.8333333333334,30.01231988858536
B8921,19-10-2021,109876,Self-Employed,8,48,5,335,2,0,0,15,1567,23727,60388.0,0,19-10-2069,28,559,High School,20300,Married,Other,318.0,1,Home,27,3081,84115.0,4,27.6,56.0,9156.333333333334,422.9166666666667,8.277512832647712
B8922,20-10-2021,48631,Employed,17,48,0,598,2,0,0,27,2169,9207,18592.0,1,20-10-2069,40,592,Doctorate,22602,Married,Rent,8.72,1,Home,25,4109,27799.0,2,18.12,46.0,4052.5833333333335,470.875,26.375151652238284
B8923,21-10-2021,124856,Employed,20,48,1,478,4,0,0,5,230,30532,65548.0,1,21-10-2069,41,515,Associate,18447,Single,Mortgage,1.95,0,Home,21,2773,96080.0,6,22.16,42.0,10404.666666666666,384.3125,8.28774748510284
B8924,22-10-2021,37383,Employed,0,120,1,708,1,0,0,27,77,12181,69487.0,0,22-10-2069,23,611,Master,23824,Married,Mortgage,9.47,1,Home,28,221,81668.0,3,32.69,49.0,3115.25,198.53333333333333,29.099858224326564
B8925,23-10-2021,30798,Employed,2,96,0,873,2,1,0,1,691,17294,38484.0,0,23-10-2069,21,586,Master,10693,Married,Mortgage,291.0,2,Other,26,4296,55778.0,8,22.73,67.0,2566.5,111.38541666666667,38.35516916682901
B8926,24-10-2021,101986,Employed,20,120,0,169,5,0,0,27,2082,17850,72647.0,0,24-10-2069,40,664,Doctorate,53725,Married,Rent,24.0,0,Home,17,1157,90497.0,1,26.69,41.0,8498.833333333334,468.05,7.495734708685505
B8927,25-10-2021,56041,Employed,0,96,1,633,2,0,0,3,1164,26003,4560.0,0,25-10-2069,23,547,Doctorate,23573,Widowed,Rent,7.8,2,Debt Consolidation,25,1285,30563.0,8,30.48,54.0,4670.083333333333,245.55208333333334,18.81234274905873
B8928,26-10-2021,45812,Employed,0,48,2,328,6,0,0,10,2150,2493,38346.0,0,26-10-2069,19,583,Associate,31864,Married,Own,22.7,0,Home,23,6348,40839.0,7,24.28,50.0,3817.6666666666665,663.8333333333334,25.98009255216974
B8929,27-10-2021,29685,Employed,12,48,1,736,1,0,0,26,664,33769,136608.0,0,27-10-2069,34,541,Doctorate,18503,Married,Mortgage,5.56,2,Home,27,6829,170377.0,4,21.84,53.0,2473.75,385.4791666666667,45.3351861209365
B8930,28-10-2021,23118,Employed,8,24,1,144,5,0,0,24,319,11116,49473.0,0,28-10-2069,34,520,Associate,18850,Married,Rent,6.63,0,Education,21,1623,60589.0,6,26.36,51.0,1926.5,785.4166666666666,48.243792715632836
B8931,29-10-2021,31958,Self-Employed,6,60,3,252,0,0,0,17,1865,10353,46862.0,0,29-10-2069,29,532,Bachelor,25052,Married,Own,14.9,3,Debt Consolidation,20,11228,57215.0,4,22.7,53.0,2663.1666666666665,417.53333333333336,25.140496902184115
B8932,30-10-2021,63261,Employed,7,24,2,325,6,0,0,26,2328,9715,4940.0,0,30-10-2069,31,544,Master,22168,Married,Rent,32.6,1,Home,32,1853,14655.0,6,27.02,54.0,5271.75,923.6666666666666,23.68599927285373
B8933,31-10-2021,36755,Employed,19,60,2,404,3,0,0,6,478,39660,4483.0,0,31-10-2069,40,565,Master,23750,Single,Rent,3.22,1,Home,32,1724,44143.0,2,25.24,61.0,3062.9166666666665,395.8333333333333,26.113453951843287
B8934,01-11-2021,88340,Employed,11,36,1,528,1,0,0,11,2455,79082,9361.0,0,01-11-2069,31,616,Bachelor,25115,Single,Other,49.2,2,Home,24,5350,9660.0,1,23.43,47.0,7361.666666666667,697.6388888888889,16.648932156063694
B8935,02-11-2021,46634,Employed,18,72,0,317,2,0,0,9,375,38699,14237.0,0,02-11-2069,40,637,Associate,20770,Married,Rent,4.34,0,Education,17,6119,52936.0,6,22.13,50.0,3886.1666666666665,288.47222222222223,15.58019184857972
B8936,03-11-2021,138459,Unemployed,15,12,4,217,4,0,0,17,741,21750,32415.0,0,03-11-2069,35,629,Bachelor,53725,Married,Mortgage,38.1,2,Home,33,5984,54165.0,4,23.1,51.0,13364.333333333334,5357.166666666667,41.70927593345472
B8937,04-11-2021,23936,Employed,21,36,0,645,3,0,0,15,4974,22336,46853.0,0,04-11-2069,42,563,Associate,32883,Single,Mortgage,10.9,0,Auto,24,2898,69189.0,1,22.37,59.0,1994.6666666666667,913.4166666666666,78.12917780748663
B8938,05-11-2021,66927,Employed,27,60,1,217,1,0,0,24,200,6899,28529.0,1,05-11-2069,50,601,Bachelor,29148,Divorced,Mortgage,17.4,1,Home,26,4390,35428.0,6,21.27,38.0,5577.25,485.8,12.601192343897083
B8939,06-11-2021,77261,Employed,28,60,3,208,5,0,0,29,428,48872,7165.0,1,06-11-2069,50,583,Master,20606,Single,Mortgage,21.6,1,Other,34,221,6460.0,2,20.95,41.0,6438.416666666667,343.43333333333334,8.564735118623886
B8940,07-11-2021,86335,Employed,32,48,3,162,4,1,0,17,948,68150,7136.0,0,07-11-2069,55,667,Master,34564,Divorced,Rent,3.29,2,Other,23,16417,50458.0,4,19.54,56.0,7194.583333333333,720.0833333333334,12.260381073724448
B8941,08-11-2021,46978,Employed,26,36,4,242,3,0,0,12,1007,36989,8855.0,0,08-11-2069,50,593,High School,31511,Married,Mortgage,1.33,2,Auto,24,1653,12545.0,5,18.41,50.0,3914.8333333333335,875.3055555555555,28.540309648487945
B8942,09-11-2021,97850,Employed,22,96,2,699,2,0,0,9,888,58714,10014.0,0,09-11-2069,42,637,Bachelor,25488,Single,Own,41.0,1,Auto,28,11576,22575.0,5,24.38,51.0,8154.166666666667,265.5,11.828308635666836
B8943,10-11-2021,19184,Employed,13,72,0,447,2,0,1,9,3388,355720,7892.0,0,10-11-2069,34,603,High School,16311,Married,Rent,23.7,0,Home,19,2806,13378.0,4,22.9,62.0,1598.6666666666667,226.54166666666666,42.131463719766465
B8944,11-11-2021,71283,Employed,17,48,3,382,2,0,0,3,1952,57208,10312.0,0,11-11-2069,35,587,Bachelor,48148,Married,Rent,40.4,0,Auto,23,3625,55563.0,3,25.04,56.0,5940.25,1003.0833333333334,23.31691988272099
B8945,12-11-2021,23657,Self-Employed,7,84,0,304,4,0,0,12,3142,16239,47838.0,0,12-11-2069,29,542,High School,18472,Married,Own,27.0,2,Home,15,17025,64077.0,4,25.54,57.0,1971.4166666666667,219.9047619047619,26.57503970434604
B8946,13-11-2021,35225,Employed,16,36,0,123,4,0,0,7,260,16132,6330.0,0,13-11-2069,40,454,Master,34367,Married,Rent,1.98,1,Home,28,2404,15226.0,4,26.62,53.0,2935.4166666666665,954.6388888888889,36.7116158031701
B8947,14-11-2021,50837,Employed,23,24,3,304,5,0,0,12,29743,3942,147837.0,0,14-11-2069,48,620,Associate,21044,Single,Other,28.1,1,Home,19,337,151779.0,8,17.23,43.0,4236.416666666667,876.8333333333334,27.873399295788502
B8948,15-11-2021,69671,Employed,8,60,3,802,6,0,0,29,1330,101338,202269.0,1,15-11-2069,31,549,High School,13803,Single,Mortgage,11.3,1,Auto,19,6100,246742.75,7,20.94,36.0,5805.916666666667,230.05,17.775832125274505
B8949,16-11-2021,22928,Employed,14,60,0,610,1,0,0,7,373,26409,36896.0,0,16-11-2069,39,595,Bachelor,25157,Divorced,Mortgage,5.5,1,Home,24,5378,63305.0,3,24.06,62.0,1910.6666666666667,419.28333333333336,53.870376831821346
B8950,17-11-2021,101742,Employed,8,24,2,630,2,0,0,5,842,9496,165817.0,1,17-11-2069,31,582,High School,23514,Divorced,Rent,5.49,0,Debt Consolidation,21,2089,175313.0,6,16.6,38.0,8478.5,979.75,18.986259361915433
B8951,18-11-2021,80378,Employed,19,24,0,1028,7,0,0,29,3096,110554,9943.0,0,18-11-2069,42,531,Associate,22950,Married,Other,3.41,0,Auto,17,2675,26658.0,5,22.45,49.0,6698.166666666667,956.25,29.62377765060091
B8952,19-11-2021,54950,Employed,12,36,0,570,7,0,1,9,121,49126,1176.0,0,19-11-2069,33,631,Bachelor,18400,Married,Own,48.3,1,Home,22,6532,12551.0,6,18.75,55.0,4579.166666666667,511.1111111111111,23.609341825902334
B8953,20-11-2021,24653,Employed,13,48,3,353,3,0,1,3,358,8827,52823.0,0,20-11-2069,31,590,Associate,43803,Single,Own,11.7,1,Home,26,5166,61650.0,5,26.33,58.0,2054.4166666666665,912.5625,61.602036263335094
B8954,21-11-2021,95587,Employed,6,84,2,571,2,0,0,27,800,18431,208961.625,1,21-11-2069,31,559,High School,19231,Married,Mortgage,17.9,3,Home,20,2696,246742.75,7,28.33,33.0,7965.583333333333,228.9404761904762,10.042459449805637
B8955,22-11-2021,60582,Employed,24,60,3,304,3,0,1,14,4840,23351,128387.0,0,22-11-2069,46,524,Associate,35863,Married,Rent,4.41,0,Auto,25,1776,151738.0,5,28.49,55.0,5048.5,597.7166666666667,17.861080849097092
B8956,23-11-2021,53769,Employed,13,60,0,510,1,0,0,20,2378,35674,35346.0,0,23-11-2069,38,606,High School,42888,Divorced,Own,3.69,2,Debt Consolidation,28,340,71020.0,5,26.3,55.0,4480.75,714.8,27.334709591028286
B8957,24-11-2021,30314,Employed,13,120,2,248,3,0,0,20,108,10382,5547.0,0,24-11-2069,34,493,Bachelor,23283,Single,Own,16.3,1,Home,30,2482,15929.0,2,30.65,58.0,2526.1666666666665,194.025,17.497855776209015
B8958,25-11-2021,51679,Unemployed,16,48,2,658,5,0,0,15,256,16163,188083.0,0,25-11-2069,43,598,High School,25437,Married,Mortgage,17.7,0,Home,18,3901,204246.0,4,21.09,51.0,4306.583333333333,529.9375,27.584221830917784
B8959,26-11-2021,33315,Employed,13,36,1,708,2,0,0,22,424,145659,8884.0,0,26-11-2069,35,616,Associate,15457,Married,Rent,16.6,2,Home,22,3525,90100.0,6,21.61,55.0,2776.25,429.3611111111111,40.96753214267847
B8960,27-11-2021,107988,Employed,32,48,1,224,3,0,0,21,4055,22047,19059.0,1,27-11-2069,53,611,Bachelor,12889,Divorced,Mortgage,13.3,0,Home,25,13989,41106.0,7,20.77,36.0,8999.0,268.5208333333333,5.47306182168389
B8961,28-11-2021,95649,Employed,6,96,0,206,5,0,0,17,1900,7627,17585.0,0,28-11-2069,28,533,Master,13626,Married,Own,2.66,0,Auto,18,3157,25212.0,4,31.5,57.0,7970.75,141.9375,4.365178935482859
B8962,29-11-2021,42691,Self-Employed,14,60,0,489,3,0,0,20,397,1883,11532.0,0,29-11-2069,37,585,High School,12418,Single,Rent,2.11,2,Auto,22,2449,13415.0,4,20.24,54.0,3557.5833333333335,206.96666666666667,19.56290553043967
B8963,30-11-2021,36261,Employed,1,72,0,722,6,0,0,1,1022,19895,24516.0,0,30-11-2069,23,544,Master,53725,Married,Own,3.06,1,Home,38,4665,44411.0,5,27.59,55.0,3021.75,983.1527777777778,56.42931340374875
B8964,01-12-2021,71176,Employed,14,72,3,188,5,0,0,17,444,38425,25512.0,0,01-12-2069,35,573,High School,26484,Married,Mortgage,307.0,2,Other,19,20423,63937.0,5,24.73,54.0,5931.333333333333,367.8333333333333,9.37113633809149
B8965,02-12-2021,77767,Employed,0,12,1,173,3,0,1,28,272,9754,90863.0,1,02-12-2069,19,572,Master,11324,Married,Own,4.92,2,Home,19,1055,100617.0,4,18.67,47.0,6480.583333333333,943.6666666666666,17.23095914719611
B8966,03-12-2021,20689,Employed,27,60,2,771,3,0,0,22,1226,79577,2296.0,0,03-12-2069,48,612,High School,11428,Single,Other,38.1,1,Debt Consolidation,20,3227,8449.0,2,21.34,53.0,1724.0833333333333,190.46666666666667,55.76683261636619
B8967,04-12-2021,51788,Employed,24,36,0,250,1,0,0,29,1149,6898,5699.0,0,04-12-2069,49,638,Doctorate,27526,Single,Mortgage,12.1,1,Debt Consolidation,32,3867,12597.0,6,20.22,50.0,4315.666666666667,764.6111111111111,23.50995082515898
B8968,05-12-2021,138459,Employed,28,36,0,469,1,0,0,29,1550,47814,208961.625,1,05-12-2069,49,610,Master,10731,Single,Other,17.4,3,Education,35,5703,246742.75,4,18.15,33.0,22330.5,298.0833333333333,3.4351372935372395
B8969,06-12-2021,50371,Unemployed,21,36,2,721,5,0,0,5,3596,30785,208961.625,0,06-12-2069,40,621,High School,31303,Single,Rent,16.0,2,Home,15,1501,246742.75,5,24.69,49.0,4197.583333333333,869.5277777777778,37.89151165022202
B8970,07-12-2021,48252,Employed,9,48,0,954,2,0,0,29,4050,14889,109387.0,0,07-12-2069,29,509,High School,26840,Married,Rent,34.4,0,Debt Consolidation,20,10776,124276.0,1,23.84,49.0,4021.0,559.1666666666666,37.631600762662686
B8971,08-12-2021,66634,Employed,8,48,2,675,2,0,0,2,2954,2334,43917.0,0,08-12-2069,30,495,Bachelor,21306,Divorced,Other,841.0,1,Auto,28,1949,46251.0,5,27.91,53.0,5552.833333333333,443.875,20.14962331542456
B8972,09-12-2021,45057,Employed,37,36,3,299,1,0,0,26,7965,14778,81849.0,1,09-12-2069,58,598,Bachelor,12940,Married,Other,120.0,3,Debt Consolidation,21,1154,96627.0,7,16.77,38.0,3754.75,359.44444444444446,17.536305864423586
B8973,10-12-2021,92488,Employed,35,48,2,198,4,0,0,27,1044,31479,36931.0,1,10-12-2069,57,574,Bachelor,7082,Single,Mortgage,6.34,1,Debt Consolidation,14,6354,68410.0,6,21.37,38.0,7707.333333333333,147.54166666666666,4.483284317965574
B8974,11-12-2021,55957,Employed,20,36,0,338,0,0,0,25,1753,16859,15181.0,0,11-12-2069,41,604,Associate,22689,Divorced,Mortgage,5.41,0,Auto,20,1154,32040.0,4,21.46,54.0,4663.083333333333,630.25,20.76415819289812
B8975,12-12-2021,84974,Employed,8,72,0,475,2,0,0,4,1004,26640,3992.0,0,12-12-2069,33,439,Bachelor,51785,Divorced,Mortgage,2.87,0,Home,27,4161,10189.0,4,33.44,51.0,7081.166666666667,719.2361111111111,16.864962616015877
B8976,13-12-2021,23549,Employed,33,96,5,463,3,0,0,24,4403,27689,107134.0,0,13-12-2069,56,669,Associate,24362,Married,Mortgage,33.4,1,Home,17,7157,134823.0,3,21.36,42.0,1962.4166666666667,253.77083333333334,36.5249055161578
B8977,14-12-2021,43975,Employed,4,108,0,489,3,0,0,7,766,16051,84864.0,0,14-12-2069,31,480,High School,7639,Married,Rent,1.45,0,Debt Consolidation,22,5203,100915.0,2,35.37,49.0,3664.5833333333335,70.73148148148148,15.274082496367887
B8978,15-12-2021,54599,Employed,20,36,2,148,4,0,0,28,403,3850,34841.0,1,15-12-2069,42,580,High School,10815,Married,Mortgage,21.4,1,Debt Consolidation,23,3015,38691.0,4,21.18,46.0,4549.916666666667,300.4166666666667,9.855491858825253
B8979,16-12-2021,17944,Employed,34,36,2,456,2,0,0,18,4031,6651,26848.0,0,16-12-2069,56,541,Associate,17999,Single,Mortgage,2.92,1,Auto,29,9035,33499.0,7,22.4,58.0,1495.3333333333333,499.97222222222223,63.93037598454451
B8980,17-12-2021,33560,Employed,4,36,1,402,2,0,0,6,3459,31703,2784.0,0,17-12-2069,29,567,Associate,38248,Divorced,Own,36.5,1,Other,27,1144,14505.0,2,22.59,59.0,2796.6666666666665,1062.4444444444443,52.363925307906236
B8981,18-12-2021,68772,Employed,26,96,4,299,1,0,0,24,1320,106017,5540.0,0,18-12-2069,49,570,Bachelor,22772,Married,Mortgage,28.6,2,Debt Consolidation,28,1645,49960.0,8,25.69,54.0,5731.0,237.20833333333334,9.35627871808294
B8982,19-12-2021,57480,Employed,25,48,2,755,2,0,0,26,2844,15427,41600.0,0,19-12-2069,46,578,Master,36339,Divorced,Mortgage,1.73,0,Education,21,1318,57027.0,3,24.9,53.0,4790.0,757.0625,31.56706680584551
B8983,20-12-2021,37980,Employed,15,24,1,630,5,0,0,22,1387,37900,19778.0,0,20-12-2069,39,516,High School,11785,Married,Mortgage,15.8,2,Debt Consolidation,24,5933,57678.0,3,19.6,51.0,3165.0,491.0416666666667,35.41995787256451
B8984,21-12-2021,45489,Employed,5,60,5,236,3,0,0,16,1345,9471,10375.0,0,21-12-2069,28,593,Associate,12850,Single,Other,24.5,0,Auto,33,5382,19846.0,6,19.79,55.0,3790.75,214.16666666666666,11.875398447976433
B8985,22-12-2021,31830,Employed,12,12,2,400,3,0,0,4,1167,17571,16623.0,0,22-12-2069,31,596,High School,13725,Divorced,Rent,3.33,1,Home,21,1882,34194.0,5,17.76,56.0,2652.5,1143.75,58.19981149858624
B8986,23-12-2021,138459,Employed,22,48,2,233,3,0,1,15,1201,12670,79998.0,1,23-12-2069,43,623,Doctorate,9863,Married,Own,29.4,0,Education,22,6830,92668.0,6,19.14,42.0,16278.416666666666,205.47916666666666,2.693622946539641
B8987,24-12-2021,49701,Employed,0,36,3,664,1,0,0,26,4219,25815,6638.0,0,24-12-2069,22,522,Bachelor,17815,Married,Rent,5.85,1,Education,25,2290,6509.0,7,24.88,58.0,4141.75,494.8611111111111,27.97998698886005
B8988,25-12-2021,52621,Employed,16,84,2,474,3,1,0,4,5047,29828,19931.0,0,25-12-2069,41,582,Bachelor,44751,Single,Other,36.4,1,Debt Consolidation,25,1295,49759.0,6,30.16,67.0,4385.083333333333,532.75,22.95851466144695
B8989,26-12-2021,21317,Employed,22,60,4,570,2,0,0,7,263,16263,53753.0,0,26-12-2069,46,630,Bachelor,28563,Married,Mortgage,1.59,1,Home,16,1990,70016.0,3,21.25,49.0,1776.4166666666667,476.05,58.88539663179622
B8990,27-12-2021,34901,Employed,30,36,0,1047,10,0,0,19,560,57309,8928.0,0,27-12-2069,51,557,High School,35441,Single,Mortgage,39.4,1,Auto,19,964,5831.0,4,22.44,53.0,2908.4166666666665,984.4722222222222,69.84804637880481
B8991,28-12-2021,25759,Employed,2,24,2,335,3,0,0,6,1925,27542,9579.0,0,28-12-2069,23,513,High School,9934,Widowed,Mortgage,17.8,0,Other,23,10105,37121.0,6,20.05,55.0,2146.5833333333335,413.9166666666667,34.88877673822741
B8992,29-12-2021,73226,Employed,31,36,3,472,5,1,1,2,3277,111431,85751.0,0,29-12-2069,55,606,Bachelor,6779,Widowed,Mortgage,20.0,3,Auto,23,977,197182.0,3,19.22,69.0,6102.166666666667,188.30555555555554,10.820837771647591
B8993,30-12-2021,52246,Employed,42,24,3,215,4,1,0,22,1478,14193,72276.0,0,30-12-2069,60,667,Master,26158,Single,Rent,39.8,3,Debt Consolidation,22,1124,86469.0,7,14.06,60.0,4353.833333333333,1089.9166666666667,29.971672472533786
B8994,31-12-2021,29458,Employed,23,24,0,496,4,0,0,16,3745,10190,42723.0,0,31-12-2069,44,620,High School,29535,Single,Rent,4.91,2,Auto,23,4088,52913.0,6,21.43,51.0,2454.8333333333335,1230.625,70.33573222893611
B8995,01-01-2022,36601,Employed,2,36,0,701,0,1,0,18,3252,44077,8419.0,0,01-01-2070,27,587,Bachelor,8193,Single,Rent,2.09,3,Home,29,1169,26140.0,7,18.2,63.0,3050.0833333333335,227.58333333333334,30.444523373678315
B8996,02-01-2022,26879,Employed,13,36,4,403,1,0,0,27,3746,137590,1921.0,0,02-01-2070,36,558,Bachelor,23365,Single,Rent,5.89,3,Education,20,3092,45835.0,5,23.5,55.0,2239.9166666666665,649.0277777777778,46.967273088036514
